BorrowerState,EmploymentStatus,EmploymentStatusDuration,LoanOriginalAmount
PA,Employed,19,4000
CA,Full-time,16,4800
TX,Other,58,4500
AZ,Full-time,55,10001
MN,Employed,48,7000
LA,Employed,64,7000
NC,Not available,,10000
MI,,,1000
UT,Part-time,59,2500
KY,Employed,66,11708
FL,Employed,35,4000
IN,Employed,153,20000
CA,Employed,110,15000
FL,Employed,187,10000
NY,Employed,27,4000
FL,Employed,24,5000
PA,Employed,142,10000
GA,Employed,42,5000
NC,Self-employed,30,5000
LA,Full-time,54,4000
AL,Full-time,107,2500
,Full-time,3,4000
MN,Employed,29,7000
MN,Employed,90,10000
FL,Other,29,4000
HI,Employed,99,8500
CT,Employed,31,15000
GA,Employed,45,6000
WA,Full-time,42,1000
UT,Self-employed,46,4000
IL,Full-time,340,6000
TX,Employed,254,4000
IL,Self-employed,317,2500
CA,Self-employed,219,9977
TX,Employed,227,3000
LA,Employed,64,4000
TX,Employed,10,14000
NM,Retired,209,5000
MA,Employed,28,8000
TX,Employed,13,10000
KS,Employed,190,15000
VA,Full-time,72,4000
NE,Employed,219,4000
GA,Full-time,62,6500
TX,Employed,202,2000
MD,Other,59,13000
OH,Employed,4,7500
NM,Employed,149,15000
NY,Full-time,172,23000
CT,Employed,158,4000
NE,Full-time,41,5000
WA,Employed,72,2000
MD,Employed,74,4000
OR,Self-employed,19,1000
MD,Employed,20,12000
AK,Full-time,278,7499
NY,Employed,352,4000
OH,Employed,26,2500
GA,Full-time,112,5000
PA,Self-employed,113,15000
MI,Employed,233,4000
CA,Employed,72,9000
,Not available,,1200
,Full-time,36,15000
KS,Employed,181,2000
VA,Employed,57,4000
NJ,Self-employed,24,4000
AZ,Full-time,237,8500
TX,Employed,43,2000
NY,Employed,354,18000
HI,Not employed,3,4000
MI,Employed,43,4000
MO,Not available,,15500
FL,Employed,10,6000
FL,Full-time,7,10500
MO,Employed,63,6500
PA,Employed,12,7000
OH,Retired,58,2000
TX,Full-time,15,1000
TX,Employed,242,15000
SD,Employed,6,4000
,Not available,,1000
UT,Employed,125,12600
NY,Employed,19,3000
NY,Full-time,183,15000
TX,Employed,56,10000
NC,Employed,159,3500
OR,Full-time,222,2550
TX,Employed,168,13500
IN,Full-time,33,2500
CA,Full-time,85,5000
GA,Self-employed,1,6000
FL,Employed,407,5000
IL,Employed,328,10000
MI,Employed,116,2000
MD,Not available,,6001
NY,Employed,80,3403
NC,Employed,282,10000
AZ,Full-time,47,5000
IL,Employed,210,9000
AZ,Not available,,7500
SC,Employed,76,5000
MN,Employed,73,5000
AL,Employed,254,20600
GA,Full-time,13,4000
PA,Employed,261,4000
CA,Employed,19,10000
FL,Employed,52,7000
CA,Employed,21,15000
WA,Employed,154,10000
VA,Employed,34,10000
MI,Employed,169,15000
MA,Full-time,231,15000
,,,1200
TN,Employed,70,5000
FL,Employed,282,5000
IN,Full-time,249,4000
CA,Full-time,18,1000
HI,Employed,131,10000
WI,Employed,27,4000
MA,Employed,27,4000
MD,Self-employed,182,10000
TX,Employed,123,6500
OK,Other,10,4000
PA,Employed,140,5000
FL,Employed,62,25000
WA,Self-employed,214,2400
GA,Part-time,247,3500
CA,Employed,74,4000
NY,Full-time,36,4000
NJ,Employed,156,20000
NV,Employed,109,10000
IN,Full-time,16,1075
OR,Full-time,53,5000
NJ,Full-time,141,5500
PA,Employed,83,15000
MO,Employed,107,20000
HI,Employed,283,5000
UT,Full-time,47,9500
,Not available,,15000
CA,Employed,60,13500
DE,Employed,5,4000
KS,Employed,31,6000
,Not available,,1000
LA,Full-time,3,1000
WA,Employed,84,10000
IL,Full-time,36,7500
VA,Employed,98,3500
TX,Self-employed,18,4000
CA,Employed,112,10000
NY,Other,261,15000
TN,Employed,128,17500
MN,Employed,17,22000
TX,Employed,169,10000
LA,Employed,6,7000
FL,Other,23,4000
TX,Employed,121,10000
GA,Employed,132,15000
CO,Self-employed,1,25000
IL,Full-time,120,15000
NY,Employed,159,4000
CA,Full-time,42,3900
MI,Employed,90,4000
,Not available,,5000
NJ,Full-time,116,1000
MO,Employed,127,4000
,,,3500
GA,Employed,130,12500
,Not available,,5500
TX,Employed,24,4000
CA,Employed,333,3500
TN,Employed,131,2000
MO,Employed,123,8000
CA,Full-time,124,6500
FL,Employed,286,3500
MD,Employed,96,20000
VA,Employed,31,20000
NC,Employed,50,5400
CA,Employed,315,7500
NV,Employed,64,10000
NY,Employed,64,25000
OH,Employed,1,7000
PA,Full-time,155,10000
MA,Employed,221,2000
NY,Employed,57,9000
OH,Employed,93,10000
CA,Self-employed,26,5000
CO,Employed,0,10000
NY,Employed,10,10000
IN,Employed,49,25000
NY,Employed,92,2000
CA,Self-employed,228,10000
MA,Full-time,104,1000
GA,Not available,,3001
FL,Employed,36,4000
CA,Employed,45,15000
OH,Full-time,55,9600
NC,Full-time,98,5000
OH,Self-employed,25,10000
IN,Full-time,21,25000
MN,Employed,70,10868
MN,Full-time,12,6100
,,,4001
VA,Employed,189,10000
NY,Not employed,80,2500
GA,Self-employed,50,1200
VA,Employed,278,4000
NE,Full-time,78,2500
CA,Employed,119,15000
TX,Employed,57,3000
GA,Other,287,4000
NE,Full-time,27,4000
MO,Employed,21,8000
NE,Full-time,73,11000
WA,Employed,15,7000
TX,Employed,28,12000
IN,Not available,,1000
CA,Employed,100,2000
IL,Employed,20,10000
IN,Full-time,12,10000
FL,Employed,52,9500
GA,Employed,71,7500
CA,Employed,17,7500
NC,Full-time,9,2500
WA,Self-employed,160,9000
KY,Employed,15,20000
MN,Full-time,9,2000
LA,Employed,12,35000
NJ,Employed,202,4500
CT,Employed,277,15000
FL,Employed,107,4000
TN,Employed,147,15000
CO,Employed,49,4000
WI,Employed,209,3500
CA,Employed,124,10000
MI,Employed,47,8500
WI,Full-time,16,4000
GA,Employed,70,12000
MO,Employed,117,5500
NM,Full-time,125,2501
IL,Full-time,34,4000
OH,Full-time,18,3500
MN,Full-time,29,5500
FL,Employed,153,5000
CA,Other,149,5000
NC,Employed,0,2000
CO,Employed,45,6000
TN,Full-time,195,12000
FL,Employed,49,7500
MI,Employed,20,20000
FL,Employed,7,3200
FL,Employed,119,8500
,Full-time,146,2000
,,,3000
VA,Employed,82,8500
OH,Full-time,18,8000
NY,Employed,5,14000
MD,Full-time,28,1000
TX,Full-time,76,5000
MN,Full-time,12,3500
TN,Employed,16,4000
OH,Employed,295,8000
NJ,Full-time,31,3000
MN,Employed,19,8500
IN,Employed,13,20000
CA,Employed,122,2000
NV,Employed,19,14900
CA,Employed,300,10000
MO,Employed,44,17301
NJ,Employed,41,9500
,Not available,,1000
CA,Employed,66,3500
GA,Employed,65,15000
PA,Employed,173,12500
IL,Full-time,98,1500
IL,Employed,73,10000
NJ,Employed,12,6500
FL,Employed,212,4000
CA,Other,42,4000
CA,Employed,47,11000
CA,Employed,40,4000
IN,Full-time,76,4250
CA,Full-time,14,5000
IL,Employed,78,7000
FL,Employed,1,2000
,Not available,,15000
NY,Other,76,4000
MO,Full-time,18,1000
NY,Other,19,25000
TX,Full-time,38,10000
WY,Employed,27,5000
CA,Employed,48,10000
MN,Employed,241,15000
SC,Employed,91,20000
FL,Employed,170,15000
IL,Full-time,87,2500
SC,Employed,115,15000
KS,Full-time,23,8000
NY,Employed,30,5000
TX,Employed,25,15000
NV,Full-time,58,2000
PA,Full-time,3,3000
WA,Employed,79,11000
AR,Full-time,92,7000
CA,Full-time,91,4500
TX,Employed,48,4000
VA,Employed,40,23000
FL,Employed,310,4000
IA,Full-time,61,7499
GA,Not available,,3500
MD,Employed,71,4000
OH,Full-time,82,8500
AL,Employed,138,2500
FL,Employed,82,4000
AZ,Employed,23,8000
CT,Retired,35,4000
CA,Employed,5,11000
OH,Employed,101,6000
CA,Self-employed,86,25000
AZ,Self-employed,103,24900
HI,Employed,7,10000
MN,Self-employed,114,1200
,Self-employed,53,10000
AZ,Employed,145,15000
NJ,Full-time,16,5000
TX,Employed,94,5000
OR,Not available,,18000
NY,Employed,170,12000
CT,Employed,87,10000
CT,Employed,190,10000
FL,Full-time,193,1300
CA,Employed,492,5500
,,,1425
HI,Employed,276,15000
AL,Employed,205,4000
VA,Other,0,5000
FL,Self-employed,50,4000
PA,Self-employed,159,2000
MN,Full-time,79,8500
FL,Employed,186,14000
NY,Employed,41,35000
CA,Employed,94,25000
MO,Full-time,2,25000
NC,Full-time,37,6800
GA,Employed,43,18784
MI,Employed,42,25000
OH,Employed,23,4000
AZ,Employed,17,2000
IA,Full-time,293,10000
VA,Employed,10,3000
WV,Full-time,24,7000
WA,Employed,323,4000
GA,Full-time,44,7750
OH,Full-time,23,4500
TN,Employed,19,15000
NY,Employed,94,13000
NY,Employed,109,6000
AL,Employed,308,15000
VA,Employed,47,13000
MI,Other,0,7000
FL,Employed,88,15000
VA,Employed,102,3500
MA,Employed,76,6001
CA,Employed,147,10000
CA,Full-time,116,15000
AR,Employed,5,4000
CA,Employed,220,3500
CA,Employed,16,3450
IN,Employed,14,7350
MA,Employed,88,12000
ID,Full-time,17,10000
NY,Full-time,11,3200
CT,Employed,292,7500
GA,Full-time,57,6000
NC,Employed,294,2500
NC,Employed,13,7500
NC,Not available,,1000
AL,Full-time,31,2075
VT,Employed,217,7500
AL,Employed,47,3500
GA,Self-employed,129,20000
NY,Employed,67,25000
NC,Other,249,10000
NY,Self-employed,38,15000
KY,Employed,86,13000
FL,Full-time,99,5000
CA,Part-time,56,4000
CA,Employed,49,15000
NJ,Employed,172,12000
FL,Not available,,9000
NY,Employed,156,25000
CA,Employed,112,2000
CA,Employed,184,15000
GA,Employed,73,20000
OH,Employed,111,25000
IN,Employed,137,3000
AL,Retired,322,12000
CA,Employed,31,4000
KS,Employed,73,2500
CA,Employed,60,10000
NY,Employed,71,17000
CA,Self-employed,30,4000
TX,Employed,200,25000
NV,Employed,26,10000
IN,Employed,406,4000
MI,Employed,60,6000
MI,Employed,91,13000
KS,Self-employed,87,24999
MS,Employed,76,15000
OH,Employed,57,7000
NY,Retired,114,7500
UT,Employed,124,35000
GA,,,3500
LA,Employed,238,18000
CA,Full-time,51,8550
MI,Employed,158,11000
CO,Other,63,20000
CA,Employed,356,19000
IN,Employed,73,15000
OH,Employed,396,12000
NY,Employed,2,8500
MI,Full-time,114,1500
MS,Employed,68,10000
MA,Employed,271,4000
TX,Self-employed,253,10000
CA,Employed,179,4000
WI,Employed,60,4500
WA,Employed,6,6000
PA,Employed,38,5000
CA,Employed,78,5000
TN,Employed,58,7500
WY,Self-employed,77,4000
IL,Employed,34,22500
CA,Employed,12,19000
GA,Employed,143,15000
WA,Employed,9,25000
CA,Self-employed,116,10000
CA,Employed,267,12000
CA,Employed,27,10800
FL,Self-employed,18,4000
OH,Employed,16,10000
PA,Other,79,2000
,Not available,,7300
TX,Employed,70,5000
IL,Full-time,51,3200
,,,1200
NY,Not employed,2,4000
CA,Employed,311,8000
TX,Employed,162,15000
KS,Employed,243,2500
,Not available,,7050
GA,Full-time,46,4860
NY,Other,25,4000
TX,Employed,26,9000
CA,Employed,189,20000
TX,Employed,52,7000
MA,Employed,87,15000
WA,Employed,207,4000
MI,Not available,,12000
MI,Full-time,143,1500
CA,Employed,191,4000
CO,Employed,18,25000
IL,Employed,1,3000
MD,Employed,18,13500
IL,Employed,303,10000
GA,Employed,65,10000
AZ,Employed,29,10000
MS,Employed,167,8500
MI,Other,369,4000
ME,Self-employed,203,6000
MI,Employed,4,3327
,,,1200
NY,Employed,141,15000
CA,Self-employed,12,4000
CA,Full-time,16,2550
WA,Full-time,6,1250
LA,Employed,5,2000
AL,Employed,20,3000
IL,Employed,22,9000
IN,Employed,221,25000
CO,Employed,1,7500
TX,Employed,56,5000
CA,Full-time,10,18000
TN,Employed,375,15000
WI,Employed,40,20000
CA,Full-time,20,7500
AR,Employed,170,11500
NC,Employed,33,14000
MI,Retired,96,6000
TX,Employed,264,15000
FL,Employed,180,25000
MO,Employed,13,6300
NE,Employed,178,10500
TX,Employed,244,23000
LA,Employed,227,10000
FL,Full-time,3,5000
KY,Other,0,4000
FL,Employed,47,20000
NY,Full-time,88,10000
WA,Full-time,64,4000
SC,Employed,163,9000
CA,Employed,158,10000
NY,Full-time,107,1500
NJ,Employed,335,5500
FL,Employed,383,5500
IN,Employed,120,15000
NJ,Employed,253,7000
TX,Employed,356,10000
TX,Employed,93,25000
MI,Full-time,264,2600
VA,Employed,8,15000
AR,Self-employed,0,10000
NE,Employed,211,6000
KS,Employed,51,10000
CA,Full-time,171,2500
IL,Full-time,122,1250
WI,Not available,,21000
FL,Self-employed,95,2000
PA,Full-time,24,25000
FL,Full-time,7,10700
CA,Employed,168,4000
NJ,Employed,99,15000
PA,Employed,7,10000
NC,Employed,77,7500
IL,Employed,36,15000
MD,Retired,50,10000
OR,Employed,325,4000
FL,Employed,6,4500
CA,Employed,1,3500
AL,Employed,141,4000
CA,Employed,4,15000
CO,Full-time,7,1200
AZ,Employed,134,15000
NY,Employed,6,2000
IL,Full-time,99,2000
MT,Full-time,,1500
MA,Full-time,21,8750
OR,Full-time,86,3800
NC,Employed,53,4500
CA,Not available,,6000
MO,Full-time,160,1500
MO,Not available,,5000
WA,Full-time,90,2800
CA,Employed,72,3000
MD,Employed,150,10500
IL,Full-time,2,3000
NY,Full-time,31,8000
MA,Full-time,41,2000
IL,Full-time,70,6000
KY,Employed,207,10000
MI,Full-time,97,6500
MI,Self-employed,0,4000
AL,Employed,440,5500
IA,Full-time,24,4300
CA,Full-time,13,2551
CA,Employed,6,15000
AR,Employed,40,3000
OH,Employed,159,10000
,,,2025
MN,Full-time,127,7000
OH,Employed,360,9500
NY,Employed,67,4000
IL,Employed,145,3000
PA,Employed,48,12000
OR,Other,0,4000
IN,Full-time,261,1500
NJ,Employed,272,5047
WI,Employed,477,19000
MI,Employed,43,10000
TX,Employed,25,15000
IN,Full-time,21,2800
NJ,Full-time,15,1000
NY,Employed,26,4000
VA,Employed,71,13000
FL,Full-time,245,7500
WA,Employed,61,10000
WI,Employed,93,25000
,,,3000
PA,Full-time,28,1800
MT,Employed,35,4000
OK,Self-employed,59,2000
CT,Employed,114,6500
FL,Employed,50,15000
SC,Employed,190,2000
TX,Employed,158,13000
IN,Full-time,7,7500
NY,Employed,212,4000
TX,Employed,217,15000
FL,Employed,35,12500
CA,Full-time,17,10000
CA,Employed,72,10000
OH,Full-time,251,3500
VA,Full-time,100,7500
CA,Employed,158,15000
AZ,Employed,141,2000
MO,Employed,15,4500
VA,Employed,75,10000
GA,Employed,186,15000
OR,Full-time,13,18000
,Not available,,4000
TN,Full-time,130,4000
,Not employed,0,2000
SD,Employed,121,15000
PA,Employed,31,3000
AL,Employed,68,6500
NH,Employed,129,15000
WA,Employed,12,4000
OH,Part-time,4,8000
NC,Employed,1,8658
AZ,Full-time,207,3000
NJ,Employed,82,8000
NY,Full-time,8,25000
MD,Employed,163,2500
LA,Employed,2,20000
AZ,Full-time,78,5500
VA,Employed,119,5000
WA,Full-time,19,5000
TX,Full-time,71,7500
FL,Employed,138,9000
UT,Employed,80,25000
CA,Full-time,8,3000
NY,Employed,84,3000
GA,Other,13,20000
NY,Employed,317,2000
NC,Employed,329,11500
MA,Employed,213,18000
NJ,Employed,20,10000
,,,6001
FL,Other,238,5000
CA,Employed,120,10000
VT,Full-time,86,4000
NY,Employed,27,4000
FL,Employed,106,4000
PA,Employed,59,15000
FL,Employed,13,7500
GA,Employed,95,10000
VA,Other,71,4000
WA,Full-time,23,2500
NC,Employed,238,10000
MO,Full-time,43,3000
TX,Employed,323,15000
MI,Employed,46,4000
MI,Employed,311,15000
CA,Employed,338,4500
ID,Employed,50,4000
CA,Full-time,48,10000
OR,Employed,69,25000
AL,Retired,266,2000
NY,Employed,161,2100
CA,Employed,263,12000
WI,Full-time,82,2500
UT,Employed,53,10000
IL,Employed,80,25000
CA,Employed,143,25000
MN,Employed,26,15000
TX,Not available,,1000
CA,Employed,73,7000
,Not employed,1,2500
MN,Full-time,16,15000
MN,Full-time,15,1000
CA,Full-time,26,1000
CA,Full-time,66,10000
WA,Full-time,280,5000
TX,Full-time,11,3000
OH,Employed,424,10000
IL,Self-employed,1,15000
PA,Full-time,247,3500
CA,Employed,78,15000
GA,Employed,32,22250
NY,Self-employed,11,11000
OH,Employed,128,2500
MA,Employed,0,7500
SC,Full-time,30,3000
TX,Employed,7,20000
CA,Self-employed,16,13000
NY,Employed,117,4000
MI,,,5000
AR,Full-time,27,7800
TX,Self-employed,37,15000
CA,Self-employed,71,2000
AL,Employed,100,8000
OH,Employed,72,10000
KS,Employed,195,10000
IL,Employed,354,20000
NJ,Employed,12,15000
LA,Employed,224,9000
CA,Employed,289,13000
RI,Employed,51,5000
TX,Employed,153,4000
CO,Employed,270,4000
TX,Not available,,4999
TX,Employed,11,2000
CA,Employed,5,25000
SD,Full-time,40,5000
OR,Employed,37,2300
TX,Employed,196,7000
GA,Employed,14,14304
MO,Employed,6,7500
GA,Part-time,53,3500
MI,Part-time,4,1500
CA,Employed,115,8953
CA,Part-time,120,15000
WA,Employed,27,4000
GA,Employed,20,20000
TX,Employed,52,15000
NC,Employed,169,2500
CA,Full-time,138,25000
NC,Full-time,19,1300
IL,Employed,98,10000
NJ,Employed,428,25000
TX,Employed,228,6500
CA,Self-employed,56,7500
AL,Full-time,70,7500
FL,Full-time,18,7500
NY,Employed,46,4000
,Not available,,1500
CA,Employed,18,25000
MD,Employed,283,4000
TX,Not available,,9000
CA,Employed,242,4000
MD,Full-time,1,1000
OK,Employed,56,10000
MD,Employed,12,15000
NE,Employed,196,7500
,Full-time,7,1000
NC,Employed,277,7500
MA,Employed,27,11500
NY,Employed,237,13000
AZ,Full-time,16,5000
CA,Employed,11,10000
CA,Employed,85,7000
AZ,Employed,5,5000
CA,Full-time,0,9495
PA,Employed,72,3500
CA,Employed,127,15000
NV,Employed,51,10000
IN,Full-time,55,2000
SD,Employed,17,6000
CA,Not available,,2600
IL,Employed,315,9000
TX,Employed,92,12000
,Full-time,108,9200
CA,Self-employed,120,5000
CA,Not available,,10000
GA,Employed,1,4000
MD,Self-employed,193,15000
IL,Full-time,22,4200
GA,,,5000
TX,Employed,37,15000
OH,Employed,26,4000
VA,Employed,172,7000
NC,Employed,32,5000
AR,Employed,35,5733
TX,Employed,57,15000
IL,Employed,144,5000
IL,Employed,15,5729
IL,Full-time,56,5000
ID,Not available,,2000
WA,Employed,138,20000
TX,Not available,,5000
MI,,,5000
IL,Employed,103,10000
AL,Full-time,13,5000
MS,Employed,13,4000
IL,Full-time,118,6000
CA,Employed,161,5000
IL,Employed,6,35000
,Not available,,1000
FL,Employed,298,8500
GA,Full-time,253,3000
FL,Self-employed,5,4000
CO,,,1500
MO,Full-time,236,7500
NV,Employed,5,19000
NH,Employed,150,5000
MN,Self-employed,175,4000
TN,Full-time,4,6000
FL,Employed,41,6500
OK,Full-time,316,25000
WA,Other,0,5500
CT,Employed,387,15000
HI,Employed,32,10000
WI,Other,181,13000
CA,Employed,17,13000
NM,Full-time,39,3250
CA,Employed,38,9500
CA,Not available,,18500
CA,Employed,83,5000
NH,Self-employed,10,1125
CA,Employed,171,8000
AL,Part-time,0,9000
WA,Employed,123,4000
GA,Employed,24,4000
NC,Other,105,7500
OK,Full-time,6,1000
NV,Employed,32,7027
NY,Full-time,42,5000
IL,Full-time,23,3000
PA,Full-time,189,2500
KY,Full-time,99,3000
AR,Other,193,2000
CO,Employed,16,2500
GA,Full-time,67,25000
MI,Employed,49,2770
NJ,Employed,61,4200
NC,Employed,149,10000
MO,Employed,25,15000
NC,Other,79,4000
CA,Full-time,59,6000
WA,Employed,28,25000
IL,Full-time,3,15000
WI,Employed,108,25000
NC,Self-employed,77,7000
KS,Employed,19,10000
AR,Employed,180,10000
CA,Full-time,25,2550
NJ,Employed,138,3000
RI,Part-time,4,1000
MN,Employed,259,13000
NC,Employed,233,10000
NY,Not available,,1500
DC,Employed,62,25000
CA,Employed,57,13785
OH,Employed,108,10000
OH,Full-time,259,5000
NV,Employed,209,10000
CO,Employed,173,7000
TN,Employed,115,15000
DC,Employed,219,4500
CT,Employed,60,14000
MA,Self-employed,1,2000
CA,Full-time,4,5000
FL,Employed,95,11053
FL,Employed,83,12000
FL,Employed,4,2500
VA,Employed,8,7000
CA,Employed,10,10000
NV,Employed,220,17500
CA,Full-time,67,3900
SC,Employed,59,2500
IL,Employed,256,7000
,Not available,,3001
GA,Employed,58,8500
TX,Not available,,15000
MD,Employed,326,20000
NC,Part-time,32,3000
TN,Employed,7,2000
MO,Employed,176,13250
MD,Employed,132,7000
IL,Full-time,36,4500
CO,Employed,31,35000
NY,Employed,36,8000
FL,Full-time,11,3000
AL,Employed,67,7500
FL,Employed,85,3674
NJ,Employed,5,5000
WA,Employed,108,4000
IL,Self-employed,88,7000
TX,Employed,64,5000
TX,Employed,64,5000
TX,Full-time,346,15000
MI,Employed,68,2300
MA,Not available,,6001
TX,Full-time,0,1500
IL,Employed,141,2000
TX,Employed,14,4000
WA,Employed,153,15000
ID,Employed,249,10000
NY,Employed,29,10000
NC,Employed,179,5000
TX,Employed,47,4000
MA,Employed,13,6500
NJ,Employed,32,2000
IN,Full-time,107,9000
WI,Not employed,30,9179
CA,Employed,148,19000
CA,Employed,50,25000
GA,Employed,80,15000
NE,Full-time,0,5000
MI,Employed,413,15000
OK,Full-time,14,1000
MI,Full-time,87,4000
NY,Employed,11,6000
AZ,Full-time,27,1000
NY,Employed,62,7000
VA,Employed,13,4000
NC,Employed,105,15000
NV,Employed,38,4750
TX,Employed,131,5500
FL,Self-employed,55,8000
WA,Employed,262,2000
TX,Employed,148,15000
HI,Employed,53,12000
TX,Not available,,2000
KS,Full-time,92,1200
PA,Employed,58,14000
NC,Employed,71,15000
UT,Full-time,23,11500
MO,Employed,82,4000
WA,Full-time,10,8400
ID,Employed,161,12500
AR,Self-employed,182,10000
GA,Full-time,22,4000
PA,Full-time,35,1000
CO,Full-time,310,10000
SC,Employed,86,10000
CA,Employed,288,4000
CA,Employed,12,9000
CA,Employed,5,4000
TX,Employed,6,4000
FL,Not available,,2000
VA,Employed,84,7500
MN,Full-time,23,2551
,Not available,,10000
CT,Full-time,130,3661
OH,Employed,127,15000
TX,Employed,41,2000
CA,Employed,6,4000
CA,Employed,163,10000
WA,Self-employed,37,10000
HI,Employed,21,15000
TX,Employed,12,15000
GA,Full-time,104,3500
FL,Employed,75,6500
TX,Employed,9,10000
TX,Other,0,10000
DE,Employed,125,4000
PA,Employed,383,8500
,Not available,,1500
MD,Employed,102,20000
VA,Employed,98,5500
NV,Self-employed,112,4000
MN,Other,497,2000
CA,Employed,129,2500
MI,Full-time,40,1000
NH,Employed,129,3500
TX,Employed,249,15000
CT,Employed,47,3500
MD,Full-time,98,11000
NV,Employed,87,10000
MN,Employed,126,7000
MO,Employed,307,13000
WI,Employed,91,10000
FL,Not available,,3000
GA,Employed,14,9000
WA,Full-time,58,3000
OR,Employed,2,4000
WI,Employed,28,9900
OH,Employed,34,12000
CA,Full-time,2,19000
NJ,Employed,113,2500
NJ,Other,0,4000
MN,Full-time,12,8999
MA,Employed,5,4000
MO,Full-time,0,1500
NJ,Employed,90,15000
MI,Full-time,176,2000
IL,Self-employed,152,15000
FL,Employed,88,4000
MN,Employed,8,20000
NY,Employed,71,7000
TX,Employed,29,7500
FL,Full-time,64,5000
NM,Employed,21,10000
GA,Not available,,3001
MO,Employed,235,11500
CO,Employed,208,4000
NJ,Employed,5,2000
OH,Employed,125,4000
OK,Self-employed,59,15000
AZ,Employed,216,15000
WI,Employed,264,12000
MA,Employed,82,17000
MD,Employed,39,12000
CA,Full-time,147,9000
NC,Employed,269,15000
GA,Employed,100,15000
LA,Employed,214,8500
CA,Employed,129,2400
UT,Full-time,492,5000
CA,Employed,118,2000
MD,Full-time,9,6001
MN,Retired,31,2500
TX,Other,0,4000
VA,Employed,68,9500
OR,Employed,42,2000
ME,Full-time,62,3000
MA,Self-employed,28,15000
NY,Employed,130,10500
MI,Full-time,0,4000
OR,Full-time,0,16000
CA,Full-time,26,7000
CA,Full-time,134,4000
,,,1100
NY,Employed,10,15000
GA,Full-time,19,5000
,Full-time,85,3100
NJ,Employed,8,8000
OH,Employed,94,3500
,Full-time,3,1000
NY,Full-time,179,4500
SC,Employed,76,10000
VT,Full-time,15,2500
